Family_ID,Father ID,Mother_ID,Child_ID_1,Child_ID_2,Child_ID_3,Child_ID_4,Child_ID_5,Child_ID_6,Child_ID_7,Child_ID_8,Child_ID_9,Child_ID_10
F2262,I122600380201,I122600380261,I122600380114,,,,,,,,,
F2263,I122605983530,I122605983544,I122605983585,I122605983511,,,,,,,,
F2264,I122603214696,I122603238983,I122603370099,I122605493047,,,,,,,,
F2265,I122603214696,I122603677194,I122603214937,,,,,,,,,
F2266,I122602657625,I122602657634,I122602657576,,,,,,,,,
F2267,I122603673469,I122603673453,I122603673417,,,,,,,,,
F2268,I122605082387,I122605082400,I122604970604,,,,,,,,,
F2269,I122605983511,I122605983518,I122605983508,,,,,,,,,
F2270,I122595776437,I122595776447,I122596611261,,,,,,,,,
F2271,I122605655800,I122605655847,I122605655869,,,,,,,,,
F2272,I122605983464,I122605983508,,,,,,,,,,
F2273,I122600380287,I122600776989,I122600777063,,,,,,,,,
F2274,I122604574497,I122604574457,I122604574566,,,,,,,,,
F2275,I122606212853,I122606212874,I122618038704,I122606213013,I122613690741,I122605654101,,,,,,
F2276,I122610110761,I122610110780,I122610111292,I122610110091,,,,,,,,
F2277,I122600380051,I122600380114,I122600379929,,,,,,,,,
F2278,I122616582564,I122616582555,I122617458451,I122616582468,,,,,,,,
F2279,I122593941043,I122593941078,I122593941150,,,,,,,,,
F2280,I122596873807,I122596873814,I122596873911,I122596873786,,,,,,,,
F2281,I122596841018,I122596841038,I122596840994,,,,,,,,,
F2282,I122605655734,I122605655753,I122605655701,I122605655800,,,,,,,,
F2283,I122616467859,I122616467792,,,,,,,,,,
F2284,I122618859945,I122618859908,,,,,,,,,,
F2285,I122596660864,I122596660818,I122596660919,,,,,,,,,
F2286,I122615599433,I122615599454,I122609578149,I122615599520,,,,,,,,
F2287,I122597168637,I122597168738,I122618480710,I122597168971,,,,,,,,
F2288,I122617287085,I122617287089,I122609071952,,,,,,,,,
F2289,I122603214466,I122603214380,I122603214339,,,,,,,,,
F2290,I122608947499,I122608947511,I122608947297,,,,,,,,,
F2291,I122594661888,I122594661908,I122604970860,I122594661822,I122593939597,I122605085864,I122604973144,,,,,
F2292,I122596710058,I122596709989,I122596710127,,,,,,,,,
F2293,I122597168749,I122597168783,I122597168738,,,,,,,,,
F2294,I122619482438,I122619482521,I122619482878,,,,,,,,,
F2295,I122594104820,I122594104839,I122594105107,I122594105570,I122594104769,I122616305575,I122595396669,I122605095080,,,,
F2296,I122618417540,I122618417478,,,,,,,,,,
F2297,I122597381767,I122597381752,I122597381820,,,,,,,,,
F2298,I122597054073,I122597054094,I122602655642,I122596707202,,,,,,,,
F2299,I122594268737,I122594268780,,,,,,,,,,
F2300,I122597414537,I122597414460,I122597414636,I122597417269,I122597420328,I122597420857,,,,,,
F2301,I122597381646,I122597381633,I122597381615,I122602835536,,,,,,,,
F2302,I122596873736,I122596873786,,,,,,,,,,
F2303,I122605655684,I122605655701,I122605655674,,,,,,,,,
F2304,I122616566237,I122616566246,I122616565882,I122616566966,,,,,,,,
F2305,I122596660717,I122596660736,,,,,,,,,,
F2306,I122604738203,I122594734247,I122604738106,I122594734459,,,,,,,,
F2307,I122618712565,I122618712797,I122618713422,,,,,,,,,
F2308,I122650678218,I122650678214,I122650678098,,,,,,,,,
F2309,I122596840994,I122596840978,,,,,,,,,,
F2310,I122595759562,I122595759616,I122595759664,,,,,,,,,
F2311,I122595759760,I122595759664,,,,,,,,,,
F2312,I122605655595,I122605655617,I122605655637,,,,,,,,,
F2313,I122605691480,I122605655617,,,,,,,,,,
F2314,I122604738106,I122604738130,I122604737995,,,,,,,,,
F2315,I122614075901,I122614075846,I122614080216,I122603870913,I122603870730,,,,,,,
F2316,I122600379929,I122600379970,I122600379328,,,,,,,,,
F2317,I122603476521,I122603476526,I122603476475,,,,,,,,,
F2318,I122604574296,I122604574302,I122604574273,,,,,,,,,
F2319,I122606114396,I122606114417,,,,,,,,,,
F2320,I122597381820,I122597381838,I122597381884,,,,,,,,,
F2321,I122604574192,I122604574273,,,,,,,,,,
F2322,I122594727286,I122594727610,,,,,,,,,,
F2323,I122615599610,I122615599520,I122615599998,,,,,,,,,
F2324,I122605655637,I122605655654,,,,,,,,,,
F2325,I122594662030,I122594662067,I122594662103,,,,,,,,,
F2326,I122596660945,I122596660919,I122596660970,,,,,,,,,
F2327,I122596841175,I122596841150,I122605984828,,,,,,,,,
F2328,I122596703359,I122605491803,I122596703411,I122605491760,,,,,,,,
F2329,I122616598847,I122616598840,I122616598673,,,,,,,,,
F2330,I122604574313,I122604574320,I122604574457,I122604574296,,,,,,,,
F2331,I122602657194,I122602657295,I122602657343,,,,,,,,,
F2332,I122603214339,I122603214347,I122603214696,I122603371411,I122603214317,I122603373514,,,,,,
F2333,I122595776241,I122595776146,I122595776345,,,,,,,,,
F2334,I122650678079,I122650678098,,,,,,,,,,
F2335,I122605655670,I122605655674,I122605655654,,,,,,,,,
F2336,I122602837499,I122602837524,I122596708796,I122602837766,,,,,,,,
F2337,I122600183336,I122600183260,,,,,,,,,,
F2338,I122605983294,I122605983272,,,,,,,,,,
F2339,I122595759767,I122595759780,I122619725823,I122595759760,,,,,,,,
F2340,I122596840916,I122615091616,I122596840978,,,,,,,,,
F2341,I122618155354,I122618155351,I122618155316,,,,,,,,,
F2342,I122596841127,I122596841138,I122603873191,I122600506247,I122596840682,I122596841150,,,,,,
F2343,I122605491700,I122605491760,,,,,,,,,,
F2344,I122605983215,I122605983239,I122605983272,,,,,,,,,
F2345,I122593580251,I122593580344,I122593580509,,,,,,,,,
F2346,I122608275996,I122608276059,,,,,,,,,,
F2347,I122595759447,I122595759452,I122595759562,I122595759415,,,,,,,,
F2348,I122614846064,I122614846078,I122614847659,I122614839985,,,,,,,,
F2349,I122597381444,I122597381413,,,,,,,,,,
F2350,I122606036527,I122606114303,I122606114243,,,,,,,,,
F2351,I122614354553,I122614354525,I122614354192,I122614355355,,,,,,,,
F2352,I122594727126,I122594727206,I122594727286,,,,,,,,,
F2353,I122596840734,I122596840774,I122596840807,I122596840713,,,,,,,,
F2354,I122594268499,I122594268450,I122594268737,,,,,,,,,
F2355,I122608947715,I122608947731,I122608947511,I122608948893,,,,,,,,
F2356,I122600183220,I122600183168,I122600183260,,,,,,,,,
F2357,I122597381460,I122597381469,I122597381444,,,,,,,,,
F2358,I122603476475,I122603476407,,,,,,,,,,
F2359,I122604737995,I122604738027,I122604737827,,,,,,,,,
F2360,I122595005836,I122595005758,I122595006161,,,,,,,,,
F2361,I122595759415,I122595759430,I122595759402,,,,,,,,,
F2362,I122616577174,I122616582790,I122616582564,I122616594178,I122616596402,,,,,,,
F2363,I122597381475,I122597381485,I122597381460,I122597381584,,,,,,,,
F2364,I122614469310,I122614469209,,,,,,,,,,
F2365,I122610537033,I122610536988,I122610539740,I122610536347,,,,,,,,
F2366,I122602837341,I122602837383,I122602837062,I122596839445,I122602837679,,,,,,,
F2367,I122594284792,I122594284806,I122594284779,,,,,,,,,
F2368,I122593940761,I122593940764,I122593940733,,,,,,,,,
F2369,I122596840860,I122596840807,,,,,,,,,,
F2370,I122594661590,I122594661639,I122596024794,I122602654208,I122594661699,,,,,,,
F2371,I122603214224,I122603214317,,,,,,,,,,
F2372,I122617287342,I122617287334,I122617287089,,,,,,,,,
F2373,I122594104769,I122594104586,,,,,,,,,,
F2374,I122606114243,I122606114235,I122606114213,,,,,,,,,
F2375,I122605983142,I122605983171,I122605983215,I122605983059,,,,,,,,
F2376,I122596840682,I122596840713,I122597162655,I122596840673,,,,,,,,
F2377,I122618860276,I122618860285,I122618860077,,,,,,,,,
F2378,I122606114213,I122606114224,I122606114176,,,,,,,,,
F2379,I122604574073,I122604574106,I122604574192,,,,,,,,,
F2380,I122606032308,I122606032086,,,,,,,,,,
F2381,I122594285047,I122594284897,I122594284806,I122594285369,,,,,,,,
F2382,I122618204895,I122618204881,I122603478969,,,,,,,,,
F2383,I122619482957,I122619482878,,,,,,,,,,
F2384,I122604737827,I122604737920,,,,,,,,,,
F2385,I122594661759,I122594661699,,,,,,,,,,
F2386,I122596665854,I122594268538,I122609727366,I122613680141,I122619798609,I122618968735,I122644279949,I122596665844,I122594268499,,,
F2387,I122595612073,I122595611963,,,,,,,,,,
F2388,I122606114176,I122606114204,I122606114084,,,,,,,,,
F2389,I122616763135,I122616763141,I122616761413,,,,,,,,,
F2390,I122596496680,I122596496610,I122596496781,,,,,,,,,
F2391,I122593940830,I122593940883,I122593940921,I122593940761,,,,,,,,
F2392,I122605081933,I122594661699,,,,,,,,,,
F2393,I122597053743,I122597053831,I122597053932,,,,,,,,,
F2394,I122605491554,I122605491625,I122605491700,,,,,,,,,
F2395,I122595759402,I122595759332,,,,,,,,,,
F2396,I122618155764,I122618155953,I122618156092,,,,,,,,,
F2397,I122596496781,I122596496846,,,,,,,,,,
F2398,I122617926164,I122617926148,I122605910254,I122617926459,,,,,,,,
F2399,I122604967231,I122604967244,I122604967566,I122597051164,,,,,,,,
F2400,I122618860093,I122618860077,I122618859945,,,,,,,,,
F2401,I122602657039,I122602657067,I122602657018,I122602657194,,,,,,,,
F2402,I122593940921,I122593940967,I122593941043,,,,,,,,,
F2403,I122596840916,I122596840900,,,,,,,,,,
F2404,I122616467982,I122616467972,I122616467859,,,,,,,,,
F2405,I122596709848,I122596709862,I122596709989,I122596709802,,,,,,,,
F2406,I122600183037,I122600183047,I122600183168,I122600182963,,,,,,,,
F2407,I122597381615,I122597381584,,,,,,,,,,
F2408,I122594661822,I122594661877,I122594661766,,,,,,,,,
F2409,I122594661822,I122604970682,I122604970657,,,,,,,,,
F2410,I122603214089,I122603214136,I122603214224,,,,,,,,,
F2411,I122608276155,I122608276169,I122608276059,,,,,,,,,
F2412,I122618155566,I122618155556,I122618155764,I122618155354,,,,,,,,
F2413,I122594268554,I122594268563,I122593578047,I122609483126,I122596665854,,,,,,,
F2414,I122617221688,I122617221697,I122617213123,I122617222090,,,,,,,,
F2415,I122594661766,I122594661777,I122594661759,,,,,,,,,
F2416,I122605983040,I122605983059,I122605983006,,,,,,,,,
F2417,I122596496885,I122596496893,I122596496846,,,,,,,,,
F2418,I122603476330,I122603476243,I122603476407,I122603476798,I122603477311,I122603477688,,,,,,
F2419,I122618040895,I122618040910,I122618040484,,,,,,,,,
F2420,I122618991206,I122618991218,I122618990836,,,,,,,,,
F2421,I122605081858,I122605081744,I122617920595,I122605656659,I122605081933,,,,,,,
F2422,I122596660612,I122596660634,I122596660456,,,,,,,,,
F2423,I122609734440,I122609734355,I122596605806,,,,,,,,,
F2424,I122596840860,I122596840871,I122596840900,,,,,,,,,
F2425,I122606114084,I122606114065,I122606114057,,,,,,,,,
F2426,I122605983006,I122605982973,,,,,,,,,,
F2427,I122596660644,I122596660653,I122596660717,I122596660612,,,,,,,,
F2428,I122604737827,I122604737691,,,,,,,,,,
F2429,I122606114057,I122606114059,I122606114045,,,,,,,,,
F2430,I122602656941,I122602657018,,,,,,,,,,
F2431,I122610111418,I122610111292,,,,,,,,,,
F2432,I122619483053,I122619483034,I122619482957,,,,,,,,,
F2433,I122595775583,I122595775667,I122595775338,,,,,,,,,
F2434,I122606114035,I122606114045,I122606114025,,,,,,,,,
F2435,I122596660257,I122596660302,I122596660338,,,,,,,,,
F2436,I122594726949,I122594726961,I122594726909,,,,,,,,,
F2437,I122606114025,I122606114028,I122606114017,,,,,,,,,
F2438,I122604573891,I122604573896,I122604573862,I122604574073,I122650683928,I122604574852,,,,,,
F2439,I122596611164,I122596611243,,,,,,,,,,
F2440,I122596873304,I122596873242,,,,,,,,,,
F2441,I122609963803,I122600369045,,,,,,,,,,
F2442,I122606113983,I122606114017,,,,,,,,,,
F2443,I122605982932,I122605982945,I122605982973,,,,,,,,,
F2444,I122615026521,I122615026543,,,,,,,,,,
F2445,I122606212280,I122606212313,I122606211892,,,,,,,,,
F2446,I122597053478,I122597053539,,,,,,,,,,
F2447,I122600182963,I122603371125,I122600182950,,,,,,,,,
F2448,I122600182950,I122600182897,,,,,,,,,,
F2449,I122619384645,I122619384707,,,,,,,,,,
F2450,I122594661459,I122594661406,I122594661508,I122594725259,,,,,,,,
F2451,I122596873343,I122596873356,I122596876308,I122596873304,,,,,,,,
F2452,I122596709571,I122596709502,I122596709641,,,,,,,,,
F2453,I122596660338,I122596660376,,,,,,,,,,
F2454,I122597053563,I122597053589,I122597053539,,,,,,,,,
F2455,I122596840493,I122596840462,I122596708696,I122605269906,,,,,,,,
F2456,I122597381160,I122597381126,,,,,,,,,,
F2457,I122605491342,I122605491345,I122605491241,,,,,,,,,
F2458,I122593580151,I122593580196,I122593580001,I122593580251,,,,,,,,
F2459,I122604573826,I122604573752,,,,,,,,,,
F2460,I122606113955,I122606113900,I122606113983,,,,,,,,,
F2461,I122594727003,I122594727029,I122594726961,I122653715689,I122594727126,,,,,,,
F2462,I122595611680,I122595611704,I122595611654,,,,,,,,,
F2463,I122605491364,I122605491376,I122605491345,I122605491554,,,,,,,,
F2464,I122597381170,I122597381182,I122608805443,I122597381160,,,,,,,,
F2465,I122605491241,I122605491271,I122605491215,I122605492380,I122605494219,I122605497577,,,,,,
F2466,I122594661547,I122594661508,I122594661590,I122597058194,I122605699317,I122595570525,I122594724477,,,,,
F2467,I122594268331,I122594268347,I122594267898,I122594268450,,,,,,,,
F2468,I122618041100,I122618041109,I122618041790,I122618040910,,,,,,,,
F2469,I122597053640,I122597053650,I122597053563,I122597053743,,,,,,,,
F2470,I122617631533,I122617631494,I122617632184,,,,,,,,,
F2471,I122597381372,I122597381331,I122597381413,,,,,,,,,
F2472,I122596611261,I122596611292,I122596611243,,,,,,,,,
F2473,I122596660456,I122596660443,,,,,,,,,,
F2474,I122602837051,I122602837062,I122602836924,I122594097270,,,,,,,,
F2475,I122606146642,I122606146657,I122606146629,,,,,,,,,
F2476,I122617287482,I122617287456,I122617287334,I122596703650,,,,,,,,
F2477,I122594284672,I122594284779,I122604574614,,,,,,,,,
F2478,I122605982776,I122605982800,I122605982758,,,,,,,,,
F2479,I122606113834,I122606113879,I122606113900,,,,,,,,,
F2480,I122600182822,I122600182863,I122600182897,,,,,,,,,
F2481,I122597545165,I122614659429,I122614659326,I122597545138,,,,,,,,
F2482,I122602656861,I122602656799,I122602656941,I122602658727,I122605913630,,,,,,,
F2483,I122617926509,I122617926459,I122617926792,,,,,,,,,
F2484,I122595611802,I122595611814,I122595611963,I122595611680,,,,,,,,
F2485,I122616468313,I122616468322,I122616469100,I122616467972,,,,,,,,
F2486,I122605491215,I122605491228,I122605491190,,,,,,,,,
F2487,I122606031901,I122606031926,I122606032086,I122606031862,,,,,,,,
F2488,I122593940733,I122593940694,I122618422615,I122594603896,,,,,,,,
F2489,I122593940733,I122620177099,,,,,,,,,,
F2490,I122597545090,I122597545138,,,,,,,,,,
F2491,I122603672688,I122603672692,I122603672662,,,,,,,,,
F2492,I122596660380,I122596660382,I122596660376,,,,,,,,,
F2493,I122605982758,I122605982756,I122605982752,,,,,,,,,
F2494,I122618205020,I122618205044,I122618204881,,,,,,,,,
F2495,I122605982752,I122605982734,,,,,,,,,,
F2496,I122596873384,I122596873386,I122596873343,I122597539591,,,,,,,,
F2497,I122615026573,I122615026580,I122615026543,,,,,,,,,
F2498,I122603672651,I122603672662,I122603672625,,,,,,,,,
F2499,I122617456557,I122597381290,I122597381331,I122617456439,,,,,,,,
F2500,I122617729911,I122617729894,I122617730112,,,,,,,,,
F2501,I122613863344,I122613863358,I122613859395,I122597425706,,,,,,,,
F2502,I122600369110,I122600369045,I122600369237,I122600370344,,,,,,,,
F2503,I122619391209,I122619391163,,,,,,,,,,
F2504,I122603858980,I122603858903,I122603859025,,,,,,,,,
F2505,I122596666182,I122596666206,I122596666247,,,,,,,,,
F2506,I122604743644,I122604743683,I122604743819,I122604743582,,,,,,,,
F2507,I122595388301,I122595388234,I122595388362,,,,,,,,,
F2508,I122614836081,I122614836332,,,,,,,,,,
F2509,I122594290481,I122594290528,I122594298918,I122594290621,,,,,,,,
F2510,I122613689373,I122613689447,,,,,,,,,,
F2511,I122618719337,I122618719386,,,,,,,,,,
F2512,I122613869679,I122613869701,I122618853862,I122613870210,I122613869483,,,,,,,
F2513,I122594175821,I122594175769,I122594176701,I122594175867,,,,,,,,
F2514,I122602826600,I122602826653,,,,,,,,,,
F2515,I122604972958,I122604973049,,,,,,,,,,
F2516,I122595748707,I122595748781,I122595748832,,,,,,,,,
F2517,I122602662805,I122602662744,I122602662865,,,,,,,,,
F2518,I122610543560,I122610543630,I122610544003,,,,,,,,,
F2519,I122614426691,I122614426604,I122597414537,,,,,,,,,
F2520,I122617457768,I122617457842,,,,,,,,,,
F2521,I122653863689,I122653863651,I122653863961,I122653866477,,,,,,,,
F2522,I122594585454,I122594585463,I122594585435,,,,,,,,,
F2523,I122594175867,I122600187729,I122600187669,I122594175909,,,,,,,,
F2524,I122616540374,I122616540458,,,,,,,,,,
F2525,I122596911886,I122596912182,I122596912231,,,,,,,,,
F2526,I122600696772,I122600696674,,,,,,,,,,
F2527,I122596879089,I122596879104,I122596879056,,,,,,,,,
F2528,I122594732786,I122594732903,,,,,,,,,,
F2529,I122604743484,I122604743582,,,,,,,,,,
F2530,I122596666118,I122596666143,I122596666182,I122605692093,I122609740017,,,,,,,
F2531,I122605693842,I122605693874,I122605693819,,,,,,,,,
F2532,I122606513044,I122606513063,I122606513016,,,,,,,,,
F2533,I122594732920,I122594732931,I122595389359,I122595009108,I122594732903,I122600697331,,,,,,
F2534,I122608282701,I122608282595,,,,,,,,,,
F2535,I122600696789,I122600696805,I122600696886,I122600697056,I122600696772,,,,,,,
F2536,I122608955026,I122608954451,,,,,,,,,,
F2537,I122616605944,I122616606079,,,,,,,,,,
F2538,I122597436184,I122597436117,,,,,,,,,,
F2539,I122608282729,I122608282723,,,,,,,,,,
F2540,I122608282729,I122608284649,I122608282701,,,,,,,,,
F2541,I122608381034,I122608381067,I122608381093,,,,,,,,,
F2542,I122594585435,I122594584919,,,,,,,,,,
F2543,I122614328316,I122614328331,I122614281426,,,,,,,,,
F2544,I122608806853,I122608807015,,,,,,,,,,
F2545,I122608283029,I122608282723,,,,,,,,,,
F2546,I122602662865,I122602662940,,,,,,,,,,
F2547,I122608413798,I122608414010,I122616595185,I122608414432,,,,,,,,
F2548,I122597419936,I122597420029,,,,,,,,,,
F2549,I122615999716,I122615999806,I122615999964,,,,,,,,,
F2550,I122594585518,I122594585544,I122594585487,I122600377903,I122594586278,I122594588344,I122603871094,,,,,
F2551,I122605693819,I122605693768,,,,,,,,,,
F2552,I122600499999,I122600500004,I122600499957,,,,,,,,,
F2553,I122600188696,I122600188757,I122600188602,,,,,,,,,
F2554,I122606513016,I122606512969,,,,,,,,,,
F2555,I122594290721,I122594290621,I122594290851,,,,,,,,,
F2556,I122600499957,I122600499970,I122600499937,,,,,,,,,
F2557,I122596666331,I122596666297,,,,,,,,,,
F2558,I122608954617,I122608954527,I122609063180,I122609068544,,,,,,,,
F2559,I122594175909,I122594175944,,,,,,,,,,
F2560,I122595388362,I122595388428,,,,,,,,,,
F2561,I122594585487,I122594585495,I122600776428,I122594585463,I122595569610,,,,,,,
F2562,I122604972822,I122604972903,I122604972958,,,,,,,,,
F2563,I122610117858,I122610117783,I122610118106,,,,,,,,,
F2564,I122596666342,I122596666356,I122596666331,,,,,,,,,
F2565,I122619014140,I122619014151,I122619013645,I122608947715,,,,,,,,
F2566,I122602826452,I122602826523,I122602826600,,,,,,,,,
F2567,I122595748900,I122595748832,,,,,,,,,,
F2568,I122616605682,I122616605730,I122616605944,,,,,,,,,
F2569,I122619603950,I122619603987,I122619604045,,,,,,,,,
F2570,I122608381093,I122608381200,,,,,,,,,,
F2571,I122609724742,I122609724615,,,,,,,,,,
F2572,I122600500053,I122600500049,I122595003972,I122600499999,,,,,,,,
F2573,I122606480180,I122606480187,I122606480147,,,,,,,,,
F2574,I122615999671,I122615999650,I122615999716,,,,,,,,,
F2575,I122617211989,I122617211993,I122617211868,,,,,,,,,
F2576,I122619604045,I122619604071,,,,,,,,,,
F2577,I122608807142,I122608807131,I122608807015,,,,,,,,,
F2578,I122596666247,I122596666272,I122596666297,,,,,,,,,
F2579,I122606480147,I122606480164,I122606480134,,,,,,,,,
F2580,I122618014808,I122618014821,I122618014578,,,,,,,,,
F2581,I122595568564,I122595568568,I122595568640,I122595568517,I122595568560,,,,,,,
F2582,I122606512852,I122606512925,I122606512969,,,,,,,,,
F2583,I122594175965,I122594176003,I122594175944,,,,,,,,,
F2584,I122595568560,I122595568548,,,,,,,,,,
F2585,I122604743484,I122604743411,,,,,,,,,,
F2586,I122606480039,I122606480134,,,,,,,,,,
F2587,I122595617697,I122595617792,I122597425914,I122595617861,,,,,,,,
F2588,I122600697056,I122608659729,I122600697188,,,,,,,,,
F2589,I122596878836,I122596878914,I122596878994,,,,,,,,,
F2590,I122616540566,I122616540576,I122616540458,,,,,,,,,
F2591,I122600499749,I122600499841,I122600499887,,,,,,,,,
F2592,I122603678333,I122603678384,,,,,,,,,,
F2593,I122595011135,I122595011043,I122595011702,,,,,,,,,
F2594,I122594175556,I122594175532,I122594175592,,,,,,,,,
F2595,I122603678397,I122603678413,I122603678384,,,,,,,,,
F2596,I122603858660,I122603858678,I122603858903,I122603858436,,,,,,,,
F2597,I122600188543,I122600188602,,,,,,,,,,
F2598,I122594092557,I122595388016,,,,,,,,,,
F2599,I122609069372,I122609069443,I122604573896,,,,,,,,,
F2600,I122594175488,I122594175492,I122594175473,,,,,,,,,
F2601,I122605693568,I122605693684,I122605693768,,,,,,,,,
F2602,I122594175496,I122594175500,I122594175532,I122594175492,,,,,,,,
F2603,I122606217921,I122606218524,I122606219506,,,,,,,,,
F2604,I122600499887,I122600499937,,,,,,,,,,
F2605,I122594732565,I122594732661,I122594732786,,,,,,,,,
F2606,I122608381269,I122608381275,I122608381200,I122608382199,,,,,,,,
F2607,I122602662453,I122602662637,I122602662744,I122602661520,I122602663028,I122595569378,,,,,,
F2608,I122609724742,I122609724905,,,,,,,,,,
F2609,I122610068864,I122610068860,I122610068142,,,,,,,,,
F2610,I122596600321,I122596600328,I122653712248,I122596600295,,,,,,,,
F2611,I122594175608,I122594175592,I122595206214,,,,,,,,,
F2612,I122594175613,I122594175625,I122594175608,I122615641177,,,,,,,,
F2613,I122604743324,I122604743269,I122604743411,,,,,,,,,
F2614,I122597435935,I122597435948,I122597436117,I122597435906,,,,,,,,
F2615,I122605906589,I122605906605,I122605906501,I122605907439,,,,,,,,
F2616,I122604972697,I122604972665,,,,,,,,,,
F2617,I122595617280,I122595617287,I122595392695,I122594738815,,,,,,,,
F2618,I122619489777,I122619489646,,,,,,,,,,
F2619,I122595207751,I122603370416,I122595207827,,,,,,,,,
F2620,I122596551231,I122596551201,,,,,,,,,,
F2621,I122595011154,I122595011163,I122595011135,,,,,,,,,
F2622,I122603678422,I122603678426,I122603678397,,,,,,,,,
F2623,I122593637077,I122596600376,I122596600328,I122593607646,,,,,,,,
F2624,I122597435906,I122597434401,,,,,,,,,,
F2625,I122596911813,I122596911853,I122596911886,,,,,,,,,
F2626,I122605906555,I122605906501,I122605906467,,,,,,,,,
F2627,I122600368556,I122600368662,,,,,,,,,,
F2628,I122608807309,I122608807322,I122608807131,I122608810274,,,,,,,,
F2629,I122600696339,I122600696348,I122600696300,,,,,,,,,
F2630,I122595207827,I122595207864,,,,,,,,,,
F2631,I122596878994,I122596879056,,,,,,,,,,
F2632,I122610265508,I122610265473,,,,,,,,,,
F2633,I122595207869,I122595207883,I122595207864,,,,,,,,,
F2634,I122594175638,I122594175644,I122594175613,,,,,,,,,
F2635,I122600368685,I122600368695,I122600368662,I122600369045,,,,,,,,
F2636,I122595748593,I122595748517,I122595748707,I122595749913,,,,,,,,
F2637,I122616769844,I122616769860,I122616770540,I122616769428,,,,,,,,
F2638,I122608283051,I122608283079,I122608283244,I122608283029,,,,,,,,
F2639,I122642345923,I122642345890,I122642203416,,,,,,,,,
F2640,I122610544084,I122610544003,I122610544309,,,,,,,,,
F2641,I122618719494,I122618719502,I122618719998,I122618719386,,,,,,,,
F2642,I122616000004,I122615999964,,,,,,,,,,
F2643,I122602826256,I122602826197,I122602826136,,,,,,,,,
F2644,I122605496839,I122605496872,I122605496763,I122605983747,I122605985010,I122606214321,,,,,,
F2645,I122617457990,I122617457998,I122617458363,I122617457842,,,,,,,,
F2646,I122595011297,I122595011289,I122595011163,,,,,,,,,
F2647,I122604743193,I122604743147,I122604743269,,,,,,,,,
F2648,I122604972480,I122604972548,,,,,,,,,,
F2649,I122606512698,I122606512675,I122606512852,I122606512668,,,,,,,,
F2650,I122595388051,I122595388064,I122595388016,,,,,,,,,
F2651,I122604972567,I122604972571,I122604972548,I122604972665,,,,,,,,
F2652,I122602826311,I122602826363,I122602826197,I122602826452,,,,,,,,
F2653,I122603858424,I122603858436,I122603858412,,,,,,,,,
F2654,I122605906402,I122605906467,,,,,,,,,,
F2655,I122606512668,I122606512660,I122606512634,,,,,,,,,
F2656,I122595388087,I122595388094,I122595388051,I122596871912,I122595388234,,,,,,,
F2657,I122610118198,I122610118106,,,,,,,,,,
F2658,I122603858464,I122603858482,I122595386827,I122603858424,,,,,,,,
F2659,I122595207888,I122595207892,I122595207883,I122595360798,I122595388450,,,,,,,
F2660,I122603874780,I122603874787,I122603874765,,,,,,,,,
F2661,I122596911489,I122596911431,,,,,,,,,,
F2662,I122602826136,I122602826153,I122602826113,,,,,,,,,
F2663,I122600696198,I122600696282,,,,,,,,,,
F2664,I122616606354,I122616606350,I122616606079,,,,,,,,,
F2665,I122606512569,I122606512634,,,,,,,,,,
F2666,I122595617094,I122595617099,I122595616804,I122606035037,,,,,,,,
F2667,I122603874728,I122603874765,,,,,,,,,,
F2668,I122594093333,I122594093348,I122594092323,I122594523125,I122594269363,I122603225830,I122594286029,I122594291848,I122594292310,I122594285725,,
F2669,I122593785829,I122593798447,I122605654591,I122600699714,I122593811472,I122593936844,,,,,,
F2670,I122594175253,I122594175278,I122594175327,,,,,,,,,
F2671,I122596026696,I122596029194,I122596026039,,,,,,,,,
F2672,I122595207419,I122595207427,I122595207389,,,,,,,,,
F2673,I122605496802,I122605496763,I122605915052,I122605496742,I122605983040,I122605983829,,,,,,
F2674,I122605693413,I122605693324,,,,,,,,,,
F2675,I122602826048,I122602826113,,,,,,,,,,
F2676,I122596665722,I122596665479,I122619886915,,,,,,,,,
F2677,I122597419266,I122597419342,I122597419442,,,,,,,,,
F2678,I122603858346,I122603858412,,,,,,,,,,
F2679,I122617458451,I122617458363,,,,,,,,,,
F2680,I122600499691,I122600499620,I122600499749,,,,,,,,,
F2681,I122615901734,I122615901735,I122615901916,I122615900573,,,,,,,,
F2682,I122618720098,I122618719998,I122618720328,,,,,,,,,
F2683,I122610118257,I122610118253,I122610118198,,,,,,,,,
F2684,I122653715689,I122653715656,I122653715461,,,,,,,,,
F2685,I122600188377,I122600188387,I122597000449,I122600188543,,,,,,,,
F2686,I122605496742,I122605496671,,,,,,,,,,
F2687,I122619391698,I122619391933,I122617305852,I122619391209,,,,,,,,
F2688,I122600696300,I122600696310,I122600696282,,,,,,,,,
F2689,I122619801290,I122619801284,I122602828280,I122619801822,,,,,,,,
F2690,I122610265680,I122610265694,I122610265508,,,,,,,,,
F2691,I122604743036,I122604743098,I122604743147,I122604744489,I122604745713,,,,,,,
F2692,I122609577660,I122609577577,,,,,,,,,,
F2693,I122594175377,I122594175327,I122596598029,I122594175443,,,,,,,,
F2694,I122605906262,I122605906317,I122605906402,,,,,,,,,
F2695,I122608283302,I122608283244,I122608283349,,,,,,,,,
F2696,I122606512521,I122606512475,I122606512569,,,,,,,,,
F2697,I122596599950,I122596600271,,,,,,,,,,
