Family_ID,Father ID,Mother_ID,Child_ID_1,Child_ID_2,Child_ID_3,Child_ID_4,Child_ID_5,Child_ID_6,Child_ID_7,Child_ID_8,Child_ID_9,Child_ID_10
F2698,I122609726570,I122609741440,I122609741777,I122609744480,I122609874630,,,,,,,
F2699,I122610544309,I122610544349,,,,,,,,,,
F2700,I122608938651,I122608939152,,,,,,,,,,
F2701,I122609725064,I122609725072,I122609724905,,,,,,,,,
F2702,I122610069135,I122610069160,I122610070602,I122610069337,,,,,,,,
F2703,I122608955026,I122594174190,I122594174169,,,,,,,,,
F2704,I122653715414,I122653715461,I122653715272,,,,,,,,,
F2705,I122596600288,I122596600295,I122596600271,,,,,,,,,
F2706,I122603874678,I122603874561,I122603874728,,,,,,,,,
F2707,I122616540726,I122616540723,I122616540576,,,,,,,,,
F2708,I122600499554,I122600499513,I122600499620,,,,,,,,,
F2709,I122596665844,I122596665850,I122618863890,I122610264041,I122596665753,I122603478571,,,,,,
F2710,I122653862930,I122653862984,I122653862827,,,,,,,,,
F2711,I122609577660,I122609577715,I122609577826,,,,,,,,,
F2712,I122615902044,I122615901916,,,,,,,,,,
F2713,I122595010744,I122595010971,I122595011043,I122606115840,I122596601291,I122606225971,,,,,,
F2714,I122602825926,I122602826003,I122602826048,,,,,,,,,
F2715,I122605250827,I122605250758,I122605250883,,,,,,,,,
F2716,I122610118407,I122610118397,I122610118257,,,,,,,,,
F2717,I122594175452,I122594175473,I122597540717,,,,,,,,,
F2718,I122613870210,I122613870267,,,,,,,,,,
F2719,I122595207634,I122595207652,,,,,,,,,,
F2720,I122608807642,I122608807651,I122617211993,I122608807309,I122608944692,I122608951279,I122608954617,,,,,
F2721,I122608283349,I122608283423,,,,,,,,,,
F2722,I122610265845,I122610265833,I122596999431,I122610265680,,,,,,,,
F2723,I122596911508,I122596911526,I122596911813,I122596911604,I122596911489,,,,,,,
F2724,I122596665750,I122596665753,I122596665722,I122595007574,,,,,,,,
F2725,I122614836883,I122614836900,I122614821206,,,,,,,,,
F2726,I122600696048,I122600696148,I122600696198,,,,,,,,,
F2727,I122594175452,I122594175443,,,,,,,,,,
F2728,I122603858230,I122603857973,I122603858346,,,,,,,,,
F2729,I122604972257,I122604972325,,,,,,,,,,
F2730,I122608414432,I122608414517,,,,,,,,,,
F2731,I122606512395,I122606512352,I122606512475,,,,,,,,,
F2732,I122596550788,I122596550735,I122596551201,,,,,,,,,
F2733,I122605496556,I122605496518,I122594520847,,,,,,,,,
F2734,I122595764318,I122595205773,,,,,,,,,,
F2735,I122616606603,I122616606621,I122616606350,I122608383166,,,,,,,,
F2736,I122595207243,I122595207204,,,,,,,,,,
F2737,I122603677866,I122603677822,,,,,,,,,,
F2738,I122610544456,I122610544445,I122610544349,,,,,,,,,
F2739,I122595747908,I122595747917,I122595747578,I122595748517,,,,,,,,
F2740,I122605086953,I122605086965,I122605086893,,,,,,,,,
F2741,I122605249169,I122597435482,I122605249146,I122597434867,,,,,,,,
F2742,I122653863323,I122653863304,I122609959630,I122653862984,,,,,,,,
F2743,I122594175005,I122594175049,,,,,,,,,,
F2744,I122595207165,I122595207181,I122595207204,,,,,,,,,
F2745,I122609725240,I122609725246,I122609725064,I122609725887,,,,,,,,
F2746,I122594174984,I122594174943,I122594175005,,,,,,,,,
F2747,I122615902044,I122615902269,I122615902688,,,,,,,,,
F2748,I122602825809,I122602825872,I122602825926,,,,,,,,,
F2749,I122594175091,I122594175093,I122594175079,,,,,,,,,
F2750,I122603874380,I122603874461,I122603874561,,,,,,,,,
F2751,I122594175095,I122594175103,I122594175093,,,,,,,,,
F2752,I122594093161,I122594093174,I122594092805,I122594737223,I122594900724,I122594737601,,,,,,
F2753,I122595747858,I122595747775,,,,,,,,,,
F2754,I122606512239,I122606512318,I122606512352,I122606513462,I122606513803,I122606515293,I122608381275,I122608412494,,,,
F2755,I122594519139,I122594519168,I122594519106,,,,,,,,,
F2756,I122616983602,I122616983515,I122616983800,I122617209146,,,,,,,,
F2757,I122596550682,I122596550656,,,,,,,,,,
F2758,I122620178423,I122620178524,I122620178899,,,,,,,,,
F2759,I122596550684,I122596550692,I122596550682,I122596550735,,,,,,,,
F2760,I122594175063,I122594175079,I122594175049,,,,,,,,,
F2761,I122595616769,I122595616804,I122595616740,,,,,,,,,
F2762,I122605086902,I122605086893,I122605086881,,,,,,,,,
F2763,I122610069337,I122610069457,I122610069521,I122610070143,,,,,,,,
F2764,I122610069337,I122610541251,,,,,,,,,,
F2765,I122609577898,I122609577826,,,,,,,,,,
F2766,I122605086881,I122605086829,,,,,,,,,,
F2767,I122595207243,I122595207298,,,,,,,,,,
F2768,I122604742841,I122604742724,,,,,,,,,,
F2769,I122596599950,I122596599844,,,,,,,,,,
F2770,I122594519016,I122594519106,,,,,,,,,,
F2771,I122616770540,I122616770654,I122616771010,,,,,,,,,
F2772,I122610544456,I122610548362,,,,,,,,,,
F2773,I122594093237,I122594093260,I122594659511,I122594093161,I122594093333,I122594520879,I122594522308,I122594585518,,,,
F2774,I122618015488,I122618015611,I122618016210,I122600701186,,,,,,,,
F2775,I122605250636,I122605250642,I122605250622,I122605250758,,,,,,,,
F2776,I122605250622,I122605250628,I122605250595,,,,,,,,,
F2777,I122605693008,I122605693021,I122605693324,I122605692857,I122614281730,I122606480187,,,,,,
F2778,I122595207351,I122595207389,I122595207322,,,,,,,,,
F2779,I122593754543,I122593749160,I122600809111,I122593579841,I122593768371,,,,,,,
F2780,I122600695776,I122600695855,,,,,,,,,,
F2781,I122600695931,I122600695855,I122600696048,,,,,,,,,
F2782,I122617213015,I122617212726,I122617221329,I122617219998,,,,,,,,
F2783,I122595207305,I122595207322,I122595207298,,,,,,,,,
F2784,I122604972073,I122604972155,I122604972822,I122604972257,,,,,,,,
F2785,I122596896920,I122596911358,I122596911431,I122596879104,,,,,,,,
F2786,I122605496326,I122605496331,I122605496518,I122605496172,,,,,,,,
F2787,I122596550790,I122596550793,I122596550788,,,,,,,,,
F2788,I122609577940,I122609577948,I122609577898,,,,,,,,,
F2789,I122609741845,I122609741777,I122609742159,,,,,,,,,
F2790,I122605250595,I122605250520,,,,,,,,,,
F2791,I122605086645,I122605086779,I122605086829,,,,,,,,,
F2792,I122608758763,I122608756595,I122608764868,,,,,,,,,
F2793,I122594520879,I122594520902,I122605495136,I122594520860,I122595688975,,,,,,,
F2794,I122614425726,I122614425560,I122614652194,,,,,,,,,
F2795,I122596601480,I122596601677,,,,,,,,,,
F2796,I122596765497,I122596765512,I122596703359,I122596765686,,,,,,,,
F2797,I122594176827,I122594176865,I122594176907,,,,,,,,,
F2798,I122610067508,I122610067495,I122609958425,I122610067673,,,,,,,,
F2799,I122617932102,I122617931912,I122617932559,,,,,,,,,
F2800,I122619390140,I122619390197,I122619389905,,,,,,,,,
F2801,I122594176770,I122594176802,I122594176827,,,,,,,,,
F2802,I122595569487,I122595569475,,,,,,,,,,
F2803,I122595569487,I122595569543,I122595569568,,,,,,,,,
F2804,I122596601685,I122596601694,I122596602157,I122596601677,,,,,,,,
F2805,I122600697750,I122600697757,I122600697716,I122600697822,,,,,,,,
F2806,I122594602759,I122594602815,I122594602877,I122597436184,,,,,,,,
F2807,I122616981642,I122616981592,,,,,,,,,,
F2808,I122603860015,I122603859907,I122603860108,,,,,,,,,
F2809,I122614081631,I122614081640,I122614081522,,,,,,,,,
F2810,I122604744653,I122604744694,I122604744733,,,,,,,,,
F2811,I122609739905,I122609739807,,,,,,,,,,
F2812,I122594520847,I122594520860,I122594521164,I122594520646,,,,,,,,
F2813,I122619603091,I122619603087,I122619603255,I122619602958,,,,,,,,
F2814,I122620176514,I122620176721,I122620177099,,,,,,,,,
F2815,I122596667306,I122596667247,,,,,,,,,,
F2816,I122608937023,I122608937141,I122608938651,,,,,,,,,
F2817,I122619455638,I122619455618,I122619455540,,,,,,,,,
F2818,I122594832149,I122594832150,I122596877365,I122593579463,I122606029158,,,,,,,
F2819,I122608658465,I122594586875,,,,,,,,,,
F2820,I122608658465,I122608658478,I122608658391,,,,,,,,,
F2821,I122610542680,I122610542595,I122610544445,I122610544815,,,,,,,,
F2822,I122600501191,I122600501160,I122600501303,,,,,,,,,
F2823,I122596913016,I122596913077,,,,,,,,,,
F2824,I122604973965,I122604973980,I122604973911,,,,,,,,,
F2825,I122597420928,I122597420857,,,,,,,,,,
F2826,I122616539377,I122616539353,I122616539646,,,,,,,,,
F2827,I122596667083,I122596667137,,,,,,,,,,
F2828,I122596912840,I122596912905,I122596913016,,,,,,,,,
F2829,I122603859859,I122603859783,I122603859907,,,,,,,,,
F2830,I122596667142,I122596667155,I122596667137,I122619604071,I122596667247,,,,,,,
F2831,I122595618555,I122595618568,I122617921771,I122595618483,,,,,,,,
F2832,I122600697906,I122600697822,,,,,,,,,,
F2833,I122594094946,I122594095021,,,,,,,,,,
F2834,I122594602928,I122594602877,I122594603016,,,,,,,,,
F2835,I122619455736,I122619455739,I122619455638,I122619455889,,,,,,,,
F2836,I122618013919,I122618013931,I122618013786,,,,,,,,,
F2837,I122596667175,I122596667179,I122596667142,,,,,,,,,
F2838,I122594586434,I122594586530,,,,,,,,,,
F2839,I122594291403,I122594291550,I122594291655,,,,,,,,,
F2840,I122613868596,I122613868518,,,,,,,,,,
F2841,I122596552497,I122596552505,I122596552417,I122606518278,,,,,,,,
F2842,I122605088691,I122605088612,,,,,,,,,,
F2843,I122615408656,I122615408834,I122615408942,,,,,,,,,
F2844,I122600501020,I122600501010,I122600500990,,,,,,,,,
F2845,I122594832273,I122594832295,I122594832326,,,,,,,,,
F2846,I122596913088,I122596913106,I122596913077,,,,,,,,,
F2847,I122616539134,I122616539163,I122616539353,,,,,,,,,
F2848,I122650683804,I122650683928,,,,,,,,,,
F2849,I122618013707,I122618013786,,,,,,,,,,
F2850,I122595569598,I122595569610,I122595569589,I122594587521,,,,,,,,
F2851,I122604973764,I122604973911,,,,,,,,,,
F2852,I122619455552,I122619455540,I122619455395,I122619455488,,,,,,,,
F2853,I122594176936,I122594176907,,,,,,,,,,
F2854,I122608412805,I122608412873,I122608412579,,,,,,,,,
F2855,I122619602958,I122619602954,I122619602883,,,,,,,,,
F2856,I122600501042,I122600501049,I122600501020,I122605081744,I122600501160,,,,,,,
F2857,I122606513993,I122606514003,I122606514185,I122606513953,,,,,,,,
F2858,I122610067610,I122610067673,I122610068100,I122610070474,,,,,,,,
F2859,I122619455432,I122619455488,,,,,,,,,,
F2860,I122616473648,I122616473531,I122616474098,,,,,,,,,
F2861,I122604744489,I122604744572,I122604744653,I122619714383,,,,,,,,
F2862,I122616309807,I122616309574,I122616309258,,,,,,,,,
F2863,I122596765686,I122596765771,I122596766083,,,,,,,,,
F2864,I122614327582,I122614327489,,,,,,,,,,
F2865,I122594832326,I122594832352,I122594832369,,,,,,,,,
F2866,I122610542840,I122610542835,I122610542680,,,,,,,,,
F2867,I122600697716,I122600697670,,,,,,,,,,
F2868,I122594586617,I122594586627,I122594586875,I122594586530,,,,,,,,
F2869,I122594832369,I122594832401,,,,,,,,,,
F2870,I122610264302,I122610264295,I122610263453,,,,,,,,,
F2871,I122606513803,I122606513953,,,,,,,,,,
F2872,I122597420947,I122597420963,I122614660079,I122597420928,,,,,,,,
F2873,I122594176979,I122594177033,I122594176936,,,,,,,,,
F2874,I122596667311,I122596667317,I122596668875,I122596667306,,,,,,,,
F2875,I122595569568,I122595569589,,,,,,,,,,
F2876,I122603679561,I122603679453,I122603687582,I122603829273,,,,,,,,
F2877,I122594291767,I122594291655,,,,,,,,,,
F2878,I122605088458,I122605088548,I122605088612,,,,,,,,,
F2879,I122609740027,I122609740017,I122609739905,,,,,,,,,
F2880,I122595389447,I122595389359,,,,,,,,,,
F2881,I122593697911,I122593701838,I122593579044,,,,,,,,,
F2882,I122594523125,I122624337949,,,,,,,,,,
F2883,I122595569262,I122595569246,I122606220645,I122595569291,,,,,,,,
F2884,I122600189523,I122600189588,I122595396965,,,,,,,,,
F2885,I122596552245,I122596552269,I122596552176,I122596552359,,,,,,,,
F2886,I122600369814,I122600369830,I122618413712,I122596709314,I122600369770,I122614824118,,,,,,
F2887,I122653862787,I122653862827,,,,,,,,,,
F2888,I122600500825,I122600500888,I122600500961,,,,,,,,,
F2889,I122604973764,I122604973779,I122604973749,,,,,,,,,
F2890,I122603679326,I122603679407,I122603679453,,,,,,,,,
F2891,I122596666915,I122596666951,I122596666976,,,,,,,,,
F2892,I122595569186,I122595569224,I122595569246,I122595569749,,,,,,,,
F2893,I122595618483,I122595618368,,,,,,,,,,
F2894,I122596912775,I122596912734,I122596912840,,,,,,,,,
F2895,I122619455921,I122619455889,I122619456020,,,,,,,,,
F2896,I122615408972,I122615408942,,,,,,,,,,
F2897,I122624338373,I122624338358,I122603687872,,,,,,,,,
F2898,I122596666976,I122596667001,,,,,,,,,,
F2899,I122594520497,I122594520580,,,,,,,,,,
F2900,I122594520646,I122594520580,,,,,,,,,,
F2901,I122595569262,I122653713807,,,,,,,,,,
F2902,I122619013447,I122619013508,,,,,,,,,,
F2903,I122614425907,I122614425925,I122614425726,,,,,,,,,
F2904,I122595012198,I122595012202,I122614280880,I122600181524,I122605982800,I122596099812,I122603673453,,,,,
F2905,I122619603437,I122619603410,,,,,,,,,,
F2906,I122610542961,I122610542927,I122610542835,I122615407698,I122610543560,,,,,,,
F2907,I122616310233,I122616310331,I122616310545,,,,,,,,,
F2908,I122614835658,I122614835517,I122614835933,,,,,,,,,
F2909,I122595388930,I122595388937,I122595393509,I122604960857,I122595390887,I122595391011,,,,,,
F2910,I122596765215,I122596765232,I122595009833,I122596765182,,,,,,,,
F2911,I122616769177,I122616768972,,,,,,,,,,
F2912,I122616539686,I122616539646,I122616539902,,,,,,,,,
F2913,I122594094797,I122594094675,,,,,,,,,,
F2914,I122610264402,I122610264391,I122610264632,I122610264302,,,,,,,,
F2915,I122616474175,I122616474098,,,,,,,,,,
F2916,I122600500990,I122600500961,,,,,,,,,,
F2917,I122604973671,I122604973749,,,,,,,,,,
F2918,I122619013583,I122619013579,I122619013508,,,,,,,,,
F2919,I122596601396,I122596601291,,,,,,,,,,
F2920,I122606513803,I122606513776,,,,,,,,,,
F2921,I122619488845,I122619488721,,,,,,,,,,
F2922,I122605907587,I122603873191,I122596838464,I122603874380,I122603680285,,,,,,,
F2923,I122603679250,I122603679266,I122603679326,I122603679192,,,,,,,,
F2924,I122595569370,I122595569378,I122595569475,I122595569340,,,,,,,,
F2925,I122605088334,I122605088342,I122605088308,,,,,,,,,
F2926,I122594586354,I122594586278,I122594586434,,,,,,,,,
F2927,I122594176701,I122594176732,I122594176770,,,,,,,,,
F2928,I122615409150,I122615409155,I122619489777,I122615409062,,,,,,,,
F2929,I122596552359,I122596552410,,,,,,,,,,
F2930,I122617210706,I122617211140,,,,,,,,,,
F2931,I122619603255,I122619603280,I122619603410,,,,,,,,,
F2932,I122596601480,I122596601556,I122596601396,,,,,,,,,
F2933,I122615998971,I122615998984,I122600187729,,,,,,,,,
F2934,I122605088364,I122605088369,I122605088342,I122605088458,,,,,,,,
F2935,I122596552417,I122596552422,I122596552410,,,,,,,,,
F2936,I122615409089,I122615409062,I122615408972,,,,,,,,,
F2937,I122653715220,I122653715272,,,,,,,,,,
F2938,I122606513743,I122606513681,I122606513776,,,,,,,,,
F2939,I122614426051,I122614426044,I122614425907,I122614426234,,,,,,,,
F2940,I122605694460,I122605694468,I122605694421,I122605694622,,,,,,,,
F2941,I122596667011,I122596667023,I122596667001,,,,,,,,,
F2942,I122594094821,I122594094840,I122594094797,I122594095255,I122594094946,,,,,,,
F2943,I122595569324,I122595569291,,,,,,,,,,
F2944,I122616768485,I122616768847,I122616768972,,,,,,,,,
F2945,I122610117094,I122610117138,,,,,,,,,,
F2946,I122595569330,I122595569340,I122595569324,,,,,,,,,
F2947,I122617604468,I122617604459,I122600698464,,,,,,,,,
F2948,I122604973605,I122604973539,I122604973671,,,,,,,,,
F2949,I122605497797,I122605497899,,,,,,,,,,
F2950,I122596667046,I122596667047,I122596667011,I122596667083,,,,,,,,
F2951,I122615900563,I122615900573,I122614353446,,,,,,,,,
F2952,I122614823688,I122600369770,,,,,,,,,,
F2953,I122605088308,I122605088240,,,,,,,,,,
F2954,I122605088308,I122605088982,,,,,,,,,,
F2955,I122603679069,I122603679139,,,,,,,,,,
F2956,I122610264632,I122610264687,I122610264883,,,,,,,,,
F2957,I122594585897,I122594585814,I122594585996,,,,,,,,,
F2958,I122596666697,I122596666700,I122596666689,,,,,,,,,
F2959,I122595750678,I122595749215,I122595750931,I122595752419,I122610549809,,,,,,,
F2960,I122614426271,I122614426234,,,,,,,,,,
F2961,I122596666680,I122596666689,I122596666654,,,,,,,,,
F2962,I122613689017,I122613688910,I122613689373,,,,,,,,,
F2963,I122595618132,I122595618269,I122595618368,,,,,,,,,
F2964,I122609068597,I122609068544,I122609070284,,,,,,,,,
F2965,I122605694421,I122605694413,I122605694368,,,,,,,,,
F2966,I122595749194,I122595752284,I122595749154,I122595751645,,,,,,,,
F2967,I122605907347,I122605907439,,,,,,,,,,
F2968,I122608953895,I122608953887,I122608953036,I122608954451,I122608954527,,,,,,,
F2969,I122606513634,I122606513625,I122606513544,I122606513681,,,,,,,,
F2970,I122650683682,I122650683524,I122650683804,,,,,,,,,
F2971,I122600369375,I122600369540,,,,,,,,,,
F2972,I122600500614,I122600500718,I122600500798,I122600503375,I122600504466,I122600505859,I122606116316,I122600507764,I122600695335,,,
F2973,I122594290999,I122594291019,I122594290968,,,,,,,,,
F2974,I122600189372,I122600189418,I122600189523,I122600189233,,,,,,,,
F2975,I122594290851,I122594290968,,,,,,,,,,
F2976,I122594176255,I122594176260,I122594176248,,,,,,,,,
F2977,I122594520187,I122594520341,,,,,,,,,,
F2978,I122594520402,I122594520341,I122594520497,,,,,,,,,
F2979,I122594094349,I122594094488,I122594103496,I122594094675,I122594095021,,,,,,,
F2980,I122619390704,I122619390682,I122619390140,I122619391163,,,,,,,,
F2981,I122610117240,I122610117235,I122610117138,,,,,,,,,
F2982,I122600697188,I122600697280,,,,,,,,,,
F2983,I122604744065,I122604744075,I122604744047,,,,,,,,,
F2984,I122600697309,I122600697331,I122600697280,,,,,,,,,
F2985,I122597420419,I122597420328,,,,,,,,,,
F2986,I122596666601,I122596666654,,,,,,,,,,
F2987,I122608806554,I122608806473,I122608806853,,,,,,,,,
F2988,I122604973459,I122604973503,I122604973539,I122605079769,,,,,,,,
F2989,I122616539959,I122616539902,,,,,,,,,,
F2990,I122605694315,I122605694368,,,,,,,,,,
F2991,I122606513544,I122606513557,I122606513522,I122606512395,,,,,,,,
F2992,I122616769258,I122616769267,I122616769177,,,,,,,,,
F2993,I122602827107,I122602827200,,,,,,,,,,
F2994,I122605907347,I122605907047,,,,,,,,,,
F2995,I122595749154,I122595749162,I122595748970,,,,,,,,,
F2996,I122605088030,I122605088187,I122605088240,,,,,,,,,
F2997,I122595012006,I122595011923,,,,,,,,,,
F2998,I122596552141,I122596552089,,,,,,,,,,
F2999,I122609068686,I122609068679,I122609068597,,,,,,,,,
F3000,I122606513522,I122606513462,I122609724111,,,,,,,,,
F3001,I122602663209,I122602663151,,,,,,,,,,
F3002,I122619456020,I122619456038,,,,,,,,,,
F3003,I122602663228,I122602663244,I122602663209,,,,,,,,,
F3004,I122596552156,I122596552166,I122596552141,,,,,,,,,
F3005,I122610068142,I122610068100,I122610071207,I122610105201,,,,,,,,
F3006,I122605497692,I122605497694,I122605497797,I122605497660,,,,,,,,
F3007,I122614426335,I122614426398,I122614649953,,,,,,,,,
F3008,I122616982048,I122616982071,I122616981642,,,,,,,,,
F3009,I122594586064,I122594585996,,,,,,,,,,
F3010,I122600189233,I122600189257,I122600189180,I122595691792,,,,,,,,
F3011,I122613869280,I122613869362,,,,,,,,,,
F3012,I122614836081,I122614835933,,,,,,,,,,
F3013,I122594291077,I122594291089,I122594291019,I122594291403,,,,,,,,
F3014,I122619013645,I122619013637,I122619013583,,,,,,,,,
F3015,I122596765182,I122596714117,,,,,,,,,,
F3016,I122596552176,I122596552182,I122596552156,,,,,,,,,
F3017,I122604743995,I122604744047,,,,,,,,,,
F3018,I122619456110,I122619456124,I122619456038,,,,,,,,,
F3019,I122628811758,I122628811751,I122628812092,I122603831265,I122595390186,,,,,,,
F3020,I122618014273,I122618014284,I122618013919,,,,,,,,,
F3021,I122609724177,I122609724111,I122609724615,I122617933922,,,,,,,,
F3022,I122618014578,I122618014284,,,,,,,,,,
F3023,I122604743995,I122604743937,,,,,,,,,,
F3024,I122608380611,I122608380621,I122608381034,I122610069135,I122610068864,I122595361144,,,,,,
F3025,I122597420437,I122597420448,I122597420419,,,,,,,,,
F3026,I122595012042,I122595012088,I122595012006,,,,,,,,,
F3027,I122619488845,I122619489152,I122619489646,,,,,,,,,
